threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,50,0.293375,A,A,A,True,True,True,-12.3911,-10.1954,2.19562,6.80929,7.1236,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -10.195439763745526, ""B"": -21.91497070353944, ""C"": -17.319041739217937, ""D"": -19.108514380362976}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,50,0.176731,A,A,A,True,True,True,-15.4029,-13.9898,1.41309,4.77104,4.78757,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -13.98984245210886, ""B"": -19.276987353505774, ""C"": -18.777417370816693, ""D"": -22.24849857861409}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,50,0.176675,A,A,A,True,True,True,-16.6898,-14.726,1.96386,1.31968,3.1782,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -14.725977976806462, ""B"": -17.904174628201872, ""C"": -20.13717342476957, ""D"": -20.11150047555566}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,50,0.173325,A,A,A,True,True,True,-12.7524,-12.4477,0.304753,5.57247,6.38049,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.447689800523221, ""B"": -18.82818193733692, ""C"": -25.133416086435318, ""D"": -20.368274305947125}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,50,0.174153,A,A,A,True,True,True,-15.4685,-17.225,-1.75651,2.53602,0.463598,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.225047972984612, ""B"": -27.162834480404854, ""C"": -17.688645750284195, ""D"": -21.134511817246675}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,50,0.180127,A,A,A,True,True,True,-15.4863,-15.4803,0.00600077,2.33835,0.874369,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -15.480310664366698, ""B"": -19.329506096430123, ""C"": -29.004458975745365, ""D"": -16.354679882526398}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,50,0.176067,A,A,A,True,True,True,-13.9754,-13.1585,0.816902,2.42178,2.27668,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.158486370928586, ""B"": -15.435162086499076, ""C"": -15.940847354009748, ""D"": -17.94219016913803}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,50,0.174386,A,A,A,True,True,True,-13.7068,-12.3508,1.35601,1.93063,2.00053,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.350764340328169, ""B"": -14.351298319234047, ""C"": -15.694906211807393, ""D"": -15.860244154222528}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,50,0.176181,A,A,A,True,True,True,-14.9388,-15.5078,-0.568984,1.38537,1.78192,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.507814063603291, ""B"": -17.289736167469528, ""C"": -18.39094026386738, ""D"": -19.855473510921}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,50,0.175597,B,B,B,True,True,True,-15.8089,-15.327,0.481941,0.63258,2.10808,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -17.435071394313127, ""B"": -15.326994748378638, ""C"": -22.111212141491706, ""D"": -17.58222657837905}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,50,0.1916,A,A,A,True,True,True,-14.712,-16.6423,-1.93029,1.81889,0.227631,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -16.64226582844276, ""B"": -16.869896521500777, ""C"": -17.07844285131432, ""D"": -22.67305729025975}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,50,0.175156,B,B,B,True,True,True,-15.1276,-14.0812,1.04639,0.25,0.25,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -14.331245778128505, ""B"": -14.081245778128505, ""C"": -18.1339458255934, ""D"": -21.264803932164796}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,50,0.173692,B,B,B,True,True,True,-17.0755,-17.7044,-0.628825,0.233699,0.928322,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -19.16404375655111, ""B"": -17.704372734842764, ""C"": -18.632694240659475, ""D"": -19.738815675489604}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
