threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,73,0.465628,A,A,A,True,True,True,-12.3911,-9.86619,2.52487,6.80929,8.29825,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.866189935361035, ""B"": -23.282567888032645, ""C"": -18.16443703090772, ""D"": -19.885370860807598}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,73,0.336637,A,A,A,True,True,True,-15.4029,-14.7059,0.697008,4.77104,4.10021,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.70592287182808, ""B"": -20.542585412184962, ""C"": -18.806128053343855, ""D"": -22.778609569126274}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,73,0.336196,A,B,A,True,False,False,-16.6898,-17.6709,-0.981106,1.31968,-0.127029,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -17.670943291392177, ""B"": -17.54391466116067, ""C"": -20.61319037974681, ""D"": -20.48216488957405}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,73,0.329094,A,A,A,True,True,True,-12.7524,-14.9313,-2.17886,5.57247,5.00798,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -14.931302641984075, ""B"": -19.939282603561878, ""C"": -27.509231440722942, ""D"": -21.523225480224937}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,73,0.328503,A,A,A,True,True,True,-15.4685,-17.5108,-2.04224,2.53602,1.06657,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.510772462934256, ""B"": -28.55180647969246, ""C"": -18.577343925833702, ""D"": -22.086586641147733}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,73,0.332356,A,A,A,True,True,True,-15.4863,-15.0308,0.455542,2.33835,1.7901,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -15.030769800796406, ""B"": -20.598060347838327, ""C"": -29.00035236775875, ""D"": -16.820869520306587}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,73,0.335743,A,A,A,True,True,True,-13.9754,-14.5159,-0.540484,2.42178,1.37434,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -14.515872812829912, ""B"": -15.890212695572245, ""C"": -17.142908294685185, ""D"": -17.676379954995127}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,73,0.32085,A,A,A,True,True,True,-13.7068,-13.4452,0.261568,1.93063,1.96418,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -13.445204806674155, ""B"": -15.409386219398584, ""C"": -15.825744866859168, ""D"": -18.890028691246698}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,73,0.331971,A,A,A,True,True,True,-14.9388,-15.637,-0.698219,1.38537,1.09638,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.637049073324306, ""B"": -16.733431675529573, ""C"": -18.071635872125626, ""D"": -20.66655522212386}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,73,0.326529,B,B,B,True,True,True,-15.8089,-14.3261,1.48287,0.63258,2.73105,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -17.05711740348488, ""B"": -14.32606670667883, ""C"": -19.489685956774338, ""D"": -18.090014650602825}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,73,0.32673,A,A,A,True,True,True,-14.712,-16.0195,-1.30751,1.81889,1.52304,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -16.019483533338644, ""B"": -17.542524272750597, ""C"": -18.356091959169134, ""D"": -22.79810388525948}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,73,0.340962,B,A,B,True,False,False,-15.1276,-16.5075,-1.3799,0.25,-0.125,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -16.382529984693974, ""B"": -16.507529984693974, ""C"": -18.431054828302877, ""D"": -22.12501668429468}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,73,0.327188,B,B,B,True,True,True,-17.0755,-17.7998,-0.724261,0.233699,0.170802,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.97061081364518, ""B"": -17.799808621661214, ""C"": -19.59873180789873, ""D"": -20.42523342743516}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
