threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,80,0.403302,A,A,A,True,True,True,-12.3911,-8.04328,4.34778,6.80929,10.493,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -8.043283163453452, ""B"": -22.792876191670075, ""C"": -18.536293448880315, ""D"": -19.79286556801526}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,80,0.279487,A,A,A,True,True,True,-15.4029,-13.4652,1.93774,4.77104,4.85882,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -13.465187285095453, ""B"": -19.55300282444705, ""C"": -18.32401094038505, ""D"": -22.49548090668395}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,80,0.2805,A,A,A,True,True,True,-16.6898,-15.0177,1.67211,1.31968,0.459664,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.017723062075675, ""B"": -15.477386677230243, ""C"": -20.54901022253034, ""D"": -20.72048844397068}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,80,0.28269,A,A,A,True,True,True,-12.7524,-12.6321,0.12038,5.57247,7.0044,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.632063006982207, ""B"": -19.636467080563307, ""C"": -25.464996978640556, ""D"": -20.38615455944091}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,80,0.283252,A,A,A,True,True,True,-15.4685,-18.2384,-2.76988,2.53602,0.0315383,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -18.238414220511913, ""B"": -27.856753811240196, ""C"": -18.269952476024628, ""D"": -22.029794938862324}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,80,0.28181,A,A,A,True,True,True,-15.4863,-12.1184,3.3679,2.33835,4.68231,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -12.11841417272808, ""B"": -19.18811051081866, ""C"": -28.639444424654357, ""D"": -16.80072855949402}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,80,0.284157,A,A,A,True,True,True,-13.9754,-11.9764,1.99901,2.42178,2.54385,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -11.97637756448239, ""B"": -14.520223524386893, ""C"": -15.89893055986613, ""D"": -16.635575651176282}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,80,0.281,A,A,A,True,True,True,-13.7068,-10.6389,3.06791,1.93063,2.45589,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -10.638865730426915, ""B"": -13.977818957995623, ""C"": -13.094758277467918, ""D"": -14.921570026290283}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,80,0.280245,A,A,A,True,True,True,-14.9388,-13.1,1.83879,1.38537,0.850053,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -13.100040371515206, ""B"": -13.950093361898325, ""C"": -14.951560493558645, ""D"": -17.181482958607376}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,80,0.280198,B,B,B,True,True,True,-15.8089,-13.7311,2.07783,0.63258,3.33729,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -17.068394501693547, ""B"": -13.731105194892734, ""C"": -19.25876837647229, ""D"": -17.817629042314366}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,80,0.277319,A,A,A,True,True,True,-14.712,-15.5043,-0.792284,1.81889,2.17232,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.504260822141077, ""B"": -17.878909967461368, ""C"": -17.676583752036095, ""D"": -21.789472034666687}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,80,0.278475,B,A,B,True,False,False,-15.1276,-14.5348,0.592804,0.25,0,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -14.534827106632292, ""B"": -14.534827106632292, ""C"": -17.15455337933963, ""D"": -21.21310021984391}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,80,0.280399,B,A,B,True,False,False,-17.0755,-17.5028,-0.427264,0.233699,-0.828146,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -16.674666080565657, ""B"": -17.502811767270032, ""C"": -19.241287308279425, ""D"": -20.490834383759648}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
