threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,64,0.414677,A,A,A,True,True,True,-12.3911,-10.6675,1.72356,6.80929,7.17069,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -10.66750365763437, ""B"": -22.41234331135638, ""C"": -17.83819538541138, ""D"": -19.21567344628602}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,64,0.289214,A,A,A,True,True,True,-15.4029,-14.5387,0.864206,4.77104,4.6574,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.538724625948817, ""B"": -20.762786998183856, ""C"": -19.19612849294208, ""D"": -23.28937542834319}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,64,0.295071,A,B,A,True,False,False,-16.6898,-19.1191,-2.42929,1.31968,-0.187944,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -19.119126851670444, ""B"": -18.931182958185673, ""C"": -20.232423532070243, ""D"": -20.741845600306988}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,64,0.299254,A,A,A,True,True,True,-12.7524,-14.2974,-1.54499,5.57247,4.86968,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -14.297435739077628, ""B"": -19.167114973068237, ""C"": -25.26367726176977, ""D"": -20.731929783709347}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,64,0.289498,A,A,A,True,True,True,-15.4685,-17.9232,-2.45462,2.53602,0.459975,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.923157583922148, ""B"": -27.45489141345024, ""C"": -18.38313302397728, ""D"": -21.98564798384905}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,64,0.28755,A,A,A,True,True,True,-15.4863,-15.6534,-0.167074,2.33835,0.422583,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -15.653385562676704, ""B"": -19.849427703768015, ""C"": -28.536786169512197, ""D"": -16.075968503952026}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,64,0.288673,A,A,A,True,True,True,-13.9754,-14.0015,-0.0260957,2.42178,1.86591,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -14.001484395004809, ""B"": -15.86739100234854, ""C"": -17.123185587115586, ""D"": -18.187095367698703}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,64,0.287809,A,A,A,True,True,True,-13.7068,-12.7463,0.960459,1.93063,2.24461,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.746313793541049, ""B"": -14.990924375364557, ""C"": -15.233106907922775, ""D"": -17.688595460662327}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,64,0.285728,A,A,A,True,True,True,-14.9388,-15.0893,-0.150435,1.38537,1.18758,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.089264528403874, ""B"": -16.276849306101212, ""C"": -17.54589568823576, ""D"": -19.784185460419394}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,64,0.290221,B,B,B,True,True,True,-15.8089,-13.5012,2.3077,0.63258,1.72464,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -15.225874771131203, ""B"": -13.50123182189418, ""C"": -18.729203161878104, ""D"": -17.220816002576612}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,64,0.290852,A,A,A,True,True,True,-14.712,-15.6602,-0.948188,1.81889,0.0160457,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.660165075270925, ""B"": -15.676210739213275, ""C"": -16.269720612792298, ""D"": -22.128231479087844}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,64,0.28473,B,B,B,True,True,True,-15.1276,-16.5937,-1.46602,0.25,0.375,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -16.968654463998973, ""B"": -16.593654463998973, ""C"": -18.528858299236163, ""D"": -22.31645973806735}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,64,0.287592,B,B,B,True,True,True,-17.0755,-17.2998,-0.224243,0.233699,0.576604,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.87639459897764, ""B"": -17.299790845507232, ""C"": -19.169355216436088, ""D"": -20.09747746749781}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
