threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.967,1262,26,0.191502,A,A,A,True,True,True,-12.3911,-9.17211,3.21895,6.80929,8.81371,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.172109835984884, ""B"": -21.728430059971288, ""C"": -17.985823796596378, ""D"": -19.11205472833535}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.967,1264,26,0.0909106,A,A,A,True,True,True,-15.4029,-14.0853,1.31765,4.77104,5.17483,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.085279945284128, ""B"": -19.91694487231871, ""C"": -19.26010621158639, ""D"": -22.048132169467863}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.967,1265,26,0.0912456,A,A,A,True,True,True,-16.6898,-14.6163,2.07358,1.31968,2.01561,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -14.616259255097248, ""B"": -16.63186799167306, ""C"": -19.82185798183673, ""D"": -20.652151964604855}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.967,1257,26,0.0910353,A,A,A,True,True,True,-12.7524,-12.029,0.723424,5.57247,6.37807,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.029019547626376, ""B"": -18.407090201973915, ""C"": -24.38036695495248, ""D"": -20.20038024056703}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.967,1258,26,0.0903971,A,A,A,True,True,True,-15.4685,-18.1074,-2.63891,2.53602,0.148668,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -18.107440119609237, ""B"": -25.97268897294998, ""C"": -18.25610837340355, ""D"": -21.911151207983494}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.967,1265,26,0.0912191,A,A,A,True,True,True,-15.4863,-14.7017,0.784567,2.33835,1.86277,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.70174471399514, ""B"": -19.19026881107129, ""C"": -29.348047679290175, ""D"": -16.564516238868237}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.967,1261,26,0.0913557,A,A,A,True,True,True,-13.9754,-13.5833,0.392071,2.42178,2.46764,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.583317822776735, ""B"": -16.05095917588733, ""C"": -16.181036013178527, ""D"": -17.19441577417615}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.967,1272,26,0.0907458,A,A,A,True,True,True,-13.7068,-12.513,1.19377,1.93063,2.00292,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.513000751114305, ""B"": -14.515916079137241, ""C"": -15.571255584480241, ""D"": -15.905357717636434}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.967,1269,26,0.0902156,A,A,A,True,True,True,-14.9388,-15.4908,-0.55194,1.38537,1.47112,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.490770156669896, ""B"": -16.961892571969656, ""C"": -18.36042556166649, ""D"": -20.70444630808197}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.967,1278,26,0.0905356,B,B,B,True,True,True,-15.8089,-15.5536,0.255365,0.63258,1.17727,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -17.072152994573116, ""B"": -15.55357085756259, ""C"": -20.4831849806651, ""D"": -16.7308378983289}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.967,1277,26,0.0901013,A,A,A,True,True,True,-14.712,-16.0564,-1.34445,1.81889,0.257746,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -16.05642273425474, ""B"": -16.31416896736482, ""C"": -16.600487993564457, ""D"": -20.30673678475432}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.967,1266,26,0.0895758,B,B,B,True,True,True,-15.1276,-15.5994,-0.47173,0.25,0.125,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.724361183587462, ""B"": -15.599361183587462, ""C"": -17.910884355394955, ""D"": -21.62166108028032}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.967,1267,26,0.0910767,B,B,B,True,True,True,-17.0755,-17.4187,-0.343133,0.233699,1.51647,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.93515392500558, ""B"": -17.41868082993824, ""C"": -19.095906818285584, ""D"": -19.168699743691832}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
