threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,66,0.452252,A,A,A,True,True,True,-12.3911,-9.21912,3.17195,6.80929,8.52201,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.219116871710867, ""B"": -22.18511468078941, ""C"": -17.741131185321137, ""D"": -19.29537905717916}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,66,0.299535,A,A,A,True,True,True,-15.4029,-14.1186,1.2843,4.77104,4.71972,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.118629230186343, ""B"": -20.327919997972458, ""C"": -18.838350511388853, ""D"": -22.916264059604146}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,66,0.300482,A,A,A,True,True,True,-16.6898,-16.3924,0.297461,1.31968,0.707291,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -16.39237631019205, ""B"": -17.099666995520238, ""C"": -20.133294981500512, ""D"": -20.35884491726756}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,66,0.318163,A,A,A,True,True,True,-12.7524,-14.4093,-1.6569,5.57247,5.03272,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -14.409346787258983, ""B"": -19.442067828029394, ""C"": -26.119490176439285, ""D"": -20.83772535994649}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,66,0.298575,A,A,A,True,True,True,-15.4685,-17.6759,-2.20732,2.53602,1.07058,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.675856560468674, ""B"": -27.562385737895966, ""C"": -18.746441021561623, ""D"": -22.20846250280738}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,66,0.299417,A,A,A,True,True,True,-15.4863,-14.9835,0.502847,2.33835,1.26935,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.983464602410095, ""B"": -19.704215051839128, ""C"": -28.82164061604999, ""D"": -16.252813272178173}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,66,0.299235,A,A,A,True,True,True,-13.9754,-13.8571,0.118263,2.42178,1.89723,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.857125622220337, ""B"": -15.754352330679922, ""C"": -17.007307429797947, ""D"": -17.940160190714664}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,66,0.298308,A,A,A,True,True,True,-13.7068,-12.3709,1.33586,1.93063,2.59211,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.370917452637514, ""B"": -15.04583895340329, ""C"": -14.963029047707096, ""D"": -17.41011322300983}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,66,0.29857,A,A,A,True,True,True,-14.9388,-15.4581,-0.519238,1.38537,0.954947,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.458067583182128, ""B"": -16.413014209305402, ""C"": -17.76793596148491, ""D"": -19.94329819106497}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,66,0.301621,B,B,B,True,True,True,-15.8089,-13.7814,2.02753,0.63258,2.09861,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -15.880015252856538, ""B"": -13.781403548709932, ""C"": -19.310361663418007, ""D"": -17.563228619284928}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,66,0.313527,A,A,A,True,True,True,-14.712,-15.3807,-0.668715,1.81889,1.16382,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.38069159683073, ""B"": -16.544508464401588, ""C"": -17.006916970014572, ""D"": -22.81539505487308}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,66,0.353937,B,B,B,True,True,True,-15.1276,-15.8223,-0.694635,0.25,0.125,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.947265933267772, ""B"": -15.822265933267772, ""C"": -18.152137763423525, ""D"": -21.842930561164394}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,66,0.359559,B,B,B,True,True,True,-17.0755,-17.3968,-0.321254,0.233699,0.426387,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.823189476504922, ""B"": -17.396801978276926, ""C"": -19.18323386926204, ""D"": -19.971604578197002}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
