threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.961,1262,23,0.196496,A,A,A,True,True,True,-12.3911,-9.0431,3.34796,6.80929,8.99688,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.043104342243169, ""B"": -21.811228171689436, ""C"": -18.03998611215502, ""D"": -19.281478691656957}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.961,1264,23,0.0793076,A,A,A,True,True,True,-15.4029,-13.8522,1.55069,4.77104,5.39167,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -13.852243767119944, ""B"": -19.895127961512117, ""C"": -19.24391271668719, ""D"": -22.078442598256515}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.961,1265,23,0.0790673,A,A,A,True,True,True,-16.6898,-13.9899,2.69993,1.31968,1.53005,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -13.989906989503652, ""B"": -15.519960883626482, ""C"": -20.057198992661142, ""D"": -20.914943292737007}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.961,1257,23,0.079378,A,A,A,True,True,True,-12.7524,-11.599,1.15343,5.57247,6.70247,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -11.599015647079796, ""B"": -18.30148121342063, ""C"": -23.709297012537718, ""D"": -20.063535124063492}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.961,1258,23,0.0804967,A,A,A,True,True,True,-15.4685,-17.8135,-2.34498,2.53602,0.150122,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.813509835861623, ""B"": -25.731848493218422, ""C"": -17.96363191306591, ""D"": -21.773491591215134}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.961,1265,23,0.0793855,A,A,A,True,True,True,-15.4863,-14.3199,1.16641,2.33835,2.13201,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.319901255978039, ""B"": -18.933655283646658, ""C"": -29.25463819433935, ""D"": -16.451916240155697}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.961,1261,23,0.080535,A,A,A,True,True,True,-13.9754,-12.8415,1.13392,2.42178,2.52292,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -12.84146592579782, ""B"": -15.36438104157969, ""C"": -15.620586801320314, ""D"": -16.633141948875732}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.961,1272,23,0.0811943,A,A,A,True,True,True,-13.7068,-11.7759,1.93085,1.93063,2.14968,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -11.77592212374293, ""B"": -13.925597559165908, ""C"": -14.891814152069855, ""D"": -15.089903176718508}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.961,1269,23,0.0798267,A,A,A,True,True,True,-14.9388,-14.6,0.33884,1.38537,1.50535,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -14.599989449139684, ""B"": -16.105340829424676, ""C"": -17.33573368191719, ""D"": -19.841359242796898}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.961,1278,23,0.0799346,B,B,B,True,True,True,-15.8089,-15.149,0.659918,0.63258,1.39001,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.664085049182177, ""B"": -15.14901780517539, ""C"": -20.076429883905803, ""D"": -16.539026971906424}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.961,1277,23,0.079517,A,A,A,True,True,True,-14.712,-15.7813,-1.0693,1.81889,0.472043,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.78127859174856, ""B"": -16.25332117745711, ""C"": -16.52758913557045, ""D"": -20.1932753555011}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.961,1266,23,0.0795746,B,B,B,True,True,True,-15.1276,-14.9891,0.138523,0.25,0.25,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.239108201581985, ""B"": -14.989108201581985, ""C"": -17.939394632572657, ""D"": -21.565861619077623}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.961,1267,23,0.0793434,B,B,B,True,True,True,-17.0755,-17.0874,-0.0118754,0.233699,0.862244,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.949666907079518, ""B"": -17.087423241489887, ""C"": -19.090244878083467, ""D"": -18.994824638124555}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
