threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,54,0.431888,A,A,A,True,True,True,-12.3911,-9.18936,3.2017,6.80929,8.41743,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.189360759861302, ""B"": -21.280644457554445, ""C"": -17.606795687694103, ""D"": -19.140892662029728}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,54,0.286751,A,A,A,True,True,True,-15.4029,-13.669,1.73391,4.77104,4.86547,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -13.669025684241205, ""B"": -19.476049449274342, ""C"": -18.534497835615184, ""D"": -22.039082581177354}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,54,0.289848,A,A,A,True,True,True,-16.6898,-13.7979,2.89192,1.31968,3.99497,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -13.797913789283484, ""B"": -17.7928885222791, ""C"": -20.09852951772882, ""D"": -20.4232080206275}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,54,0.244739,A,A,A,True,True,True,-12.7524,-12.3314,0.421071,5.57247,6.40695,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.331372449174523, ""B"": -18.738320417702198, ""C"": -24.747594993561506, ""D"": -20.084641756489873}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,54,0.214849,A,A,A,True,True,True,-15.4685,-16.961,-1.49245,2.53602,0.997948,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -16.96098388172686, ""B"": -27.443145126104355, ""C"": -17.95893220603466, ""D"": -21.172503707930446}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,54,0.261463,A,A,A,True,True,True,-15.4863,-14.4869,0.999437,2.33835,1.74675,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.486874079433619, ""B"": -19.430748831131496, ""C"": -29.16510964743793, ""D"": -16.23362072557211}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,54,0.263769,A,A,A,True,True,True,-13.9754,-13.451,0.524397,2.42178,2.33619,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.450992049649358, ""B"": -15.787180148985499, ""C"": -16.039962180890143, ""D"": -17.667788375827286}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,54,0.215563,A,A,A,True,True,True,-13.7068,-12.1801,1.52663,1.93063,2.21586,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.180146642189356, ""B"": -14.3960056482465, ""C"": -14.862639031605795, ""D"": -15.93846525545814}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,54,0.216544,A,A,A,True,True,True,-14.9388,-15.1204,-0.18161,1.38537,1.68246,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.12043955338595, ""B"": -16.802902616909705, ""C"": -17.89197240024805, ""D"": -19.178149342769757}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,54,0.213885,B,B,B,True,True,True,-15.8089,-15.2963,0.512632,0.63258,1.64838,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.94468690198846, ""B"": -15.296304472882184, ""C"": -20.380433156817162, ""D"": -17.208018707111478}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,54,0.261407,A,A,A,True,True,True,-14.712,-16.9391,-2.22712,1.81889,0.813108,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -16.939095566056494, ""B"": -17.752203659067163, ""C"": -17.940450509777293, ""D"": -23.136111105326563}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,54,0.271475,B,B,B,True,True,True,-15.1276,-13.9654,1.16223,0.25,0.125,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -14.090405903756618, ""B"": -13.965405903756618, ""C"": -17.857279588233723, ""D"": -21.208548036054708}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,54,0.269898,B,B,B,True,True,True,-17.0755,-17.6079,-0.532347,0.233699,0.281622,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.88951661073952, ""B"": -17.60789483890403, ""C"": -18.721892384812236, ""D"": -19.92954406957142}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
