threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.95,1262,15,0.159723,A,A,A,True,True,True,-12.3911,-10.17,2.22107,6.80929,8.08771,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -10.16999679611763, ""B"": -22.667491058353335, ""C"": -18.257703930372372, ""D"": -19.42381544509408}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.95,1264,15,0.0525159,A,A,A,True,True,True,-15.4029,-14.5508,0.852143,4.77104,5.04046,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.5507875772455, ""B"": -21.20347743772254, ""C"": -19.591246218653396, ""D"": -23.138064589569694}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.95,1265,15,0.0526633,A,A,A,True,True,True,-16.6898,-15.4384,1.25149,1.31968,0.625535,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.438350620213896, ""B"": -16.06388558841718, ""C"": -20.370133007592813, ""D"": -21.63889653235674}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.95,1257,15,0.0523444,A,A,A,True,True,True,-12.7524,-12.6815,0.0709241,5.57247,5.5413,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.681519017089158, ""B"": -18.222818676382303, ""C"": -23.96087946742773, ""D"": -20.55617885198444}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.95,1258,15,0.0526373,A,A,A,True,True,True,-15.4685,-17.4025,-1.934,2.53602,0.477257,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.402528467122465, ""B"": -26.312701418995857, ""C"": -17.879785671830177, ""D"": -22.42976700514555}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.95,1265,15,0.0564065,A,A,A,True,True,True,-15.4863,-15.0182,0.468085,2.33835,2.30928,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -15.01822636576253, ""B"": -18.712934413691983, ""C"": -29.894373591057956, ""D"": -17.32750842347741}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.95,1261,15,0.0557249,A,A,A,True,True,True,-13.9754,-13.2063,0.7691,2.42178,2.38674,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.206288690678775, ""B"": -15.593032082981154, ""C"": -16.097946600988507, ""D"": -17.105707499605955}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.95,1272,15,0.0523132,A,A,A,True,True,True,-13.7068,-12.0861,1.62064,1.93063,2.02224,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.086132556440134, ""B"": -14.108375022915425, ""C"": -15.527807570324512, ""D"": -16.18563197633921}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.95,1269,15,0.0515975,A,A,A,True,True,True,-14.9388,-15.0807,-0.141825,1.38537,1.39129,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.080654631485231, ""B"": -16.471941648625943, ""C"": -17.933739125728607, ""D"": -20.191081811208278}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.95,1278,15,0.0523108,B,B,B,True,True,True,-15.8089,-14.6689,1.13999,0.63258,1.22139,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -15.89033594657667, ""B"": -14.668946723628324, ""C"": -20.453937622136436, ""D"": -16.50711667048745}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.95,1277,15,0.0522055,A,A,A,True,True,True,-14.712,-15.1911,-0.479152,1.81889,0.945005,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.191129247563367, ""B"": -16.506478336763394, ""C"": -16.136134097585455, ""D"": -21.450006858445704}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.95,1266,15,0.0521106,B,B,B,True,True,True,-15.1276,-16.6948,-1.56719,0.25,0.25,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -16.944823432946578, ""B"": -16.694823432946578, ""C"": -18.905554679979105, ""D"": -23.04321152740158}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.95,1267,15,0.0528297,B,B,B,True,True,True,-17.0755,-17.2751,-0.199589,0.233699,1.04183,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.3169706199551, ""B"": -17.275137210890534, ""C"": -19.515695607289672, ""D"": -19.47567739058286}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
