threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.965,1262,25,0.198634,A,A,A,True,True,True,-12.3911,-9.41847,2.9726,6.80929,8.64152,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.418467515555676, ""B"": -23.03762611374259, ""C"": -18.059983424609527, ""D"": -19.26662428346026}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.965,1264,25,0.0865341,A,A,A,True,True,True,-15.4029,-13.8614,1.54152,4.77104,5.40826,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -13.861408865079284, ""B"": -20.05778136558365, ""C"": -19.269664238905534, ""D"": -22.049306781875202}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.965,1265,25,0.0864424,A,A,A,True,True,True,-16.6898,-15.0189,1.67097,1.31968,0.943636,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.018863564822823, ""B"": -15.962499147834023, ""C"": -19.969297086961888, ""D"": -21.167076718062162}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.965,1257,25,0.0880578,A,A,A,True,True,True,-12.7524,-11.4462,1.30623,5.57247,6.84934,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -11.4462178517133, ""B"": -18.295558854937553, ""C"": -23.36788935214281, ""D"": -19.970866791903973}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.965,1258,25,0.086722,A,C,A,True,False,False,-15.4685,-19.8712,-4.40267,2.53602,-1.99478,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -19.871203302405775, ""B"": -25.531875863671303, ""C"": -17.876420348882675, ""D"": -21.77431160211563}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.965,1265,25,0.0864154,A,A,A,True,True,True,-15.4863,-14.162,1.32433,2.33835,2.09361,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.161976960574975, ""B"": -18.97178870253265, ""C"": -28.75111648440361, ""D"": -16.25559040904045}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.965,1261,25,0.0872786,A,A,A,True,True,True,-13.9754,-12.7583,1.21713,2.42178,2.62541,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -12.75825515948236, ""B"": -15.383665385625136, ""C"": -15.514666638337076, ""D"": -16.909166035308772}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.965,1272,25,0.0875801,A,A,A,True,True,True,-13.7068,-12.2787,1.42809,1.93063,1.65313,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.278682085929177, ""B"": -13.931811817747075, ""C"": -15.04055953770876, ""D"": -15.230042885999865}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.965,1269,25,0.0857247,A,A,A,True,True,True,-14.9388,-14.5042,0.434625,1.38537,1.83319,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -14.50420467069489, ""B"": -16.33739951220923, ""C"": -17.400064527988434, ""D"": -20.231842515990138}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.965,1278,25,0.0862509,B,B,B,True,True,True,-15.8089,-15.2658,0.543175,0.63258,1.29167,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.55897168791853, ""B"": -15.265760633628815, ""C"": -20.215444186411332, ""D"": -16.557428282219917}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.965,1277,25,0.0877499,A,A,A,True,True,True,-14.712,-15.474,-0.762033,1.81889,0.720718,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.474010042147711, ""B"": -16.194728329981444, ""C"": -16.37694409559481, ""D"": -19.837524028029293}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.965,1266,25,0.0860555,B,B,B,True,True,True,-15.1276,-14.6009,0.526715,0.25,0.375,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -14.975916208699346, ""B"": -14.600916208699346, ""C"": -17.6327530047638, ""D"": -21.421193758840673}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.965,1267,25,0.0877235,B,B,B,True,True,True,-17.0755,-17.3008,-0.2253,0.233699,1.18512,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.48596463393187, ""B"": -17.300847973798227, ""C"": -19.084622342139482, ""D"": -19.321661938913167}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
