threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,74,0.475633,A,A,A,True,True,True,-12.3911,-9.69165,2.69941,6.80929,7.9693,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.691648785606958, ""B"": -22.313022775342688, ""C"": -17.660952291451395, ""D"": -19.092247329303063}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,74,0.332132,A,A,A,True,True,True,-15.4029,-14.9653,0.437635,4.77104,3.81015,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.965295493602753, ""B"": -20.89184631187527, ""C"": -18.77544691658113, ""D"": -23.034410760272294}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,74,0.330729,A,A,A,True,True,True,-16.6898,-17.0721,-0.382257,1.31968,0.771746,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -17.07209440972656, ""B"": -17.84384027525084, ""C"": -19.95452195208054, ""D"": -20.319125175476074}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,74,0.335206,A,A,A,True,True,True,-12.7524,-14.6017,-1.84923,5.57247,4.76971,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -14.601668925955892, ""B"": -19.371378269046545, ""C"": -26.648816272616386, ""D"": -20.953642772510648}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,74,0.333255,A,A,A,True,True,True,-15.4685,-18.2066,-2.7381,2.53602,0.624524,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -18.206632621586323, ""B"": -28.628878071904182, ""C"": -18.83115664124489, ""D"": -22.176665756851435}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,74,0.354557,A,A,A,True,True,True,-15.4863,-14.3925,1.09378,2.33835,1.6504,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.392532401601784, ""B"": -19.88440417405218, ""C"": -29.62879111780785, ""D"": -16.04292894154787}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,74,0.336474,A,A,A,True,True,True,-13.9754,-14.334,-0.358602,2.42178,2.27459,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -14.333990732207894, ""B"": -16.608584513871392, ""C"": -17.486112042330205, ""D"": -17.69134898649577}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,74,0.332049,A,A,A,True,True,True,-13.7068,-12.2164,1.49035,1.93063,3.02903,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.216423798199685, ""B"": -15.412951686710585, ""C"": -15.245451794733526, ""D"": -17.259752003315953}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,74,0.33608,A,A,A,True,True,True,-14.9388,-14.8716,0.0672478,1.38537,0.699361,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -14.871582082472742, ""B"": -15.570943111539236, ""C"": -17.038359083235264, ""D"": -18.976178160170093}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,74,0.331748,B,B,B,True,True,True,-15.8089,-15.0139,0.795065,0.63258,0.86176,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -15.875631317263469, ""B"": -15.01387137643178, ""C"": -18.67890143661498, ""D"": -17.938686503563076}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,74,0.338992,A,A,A,True,True,True,-14.712,-15.9583,-1.24636,1.81889,0.827996,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.95833332039183, ""B"": -16.786329274007585, ""C"": -17.95786617952399, ""D"": -19.976566829252988}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,74,0.337,B,B,B,True,True,True,-15.1276,-16.8863,-1.75866,0.25,0.125,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -17.011295796371996, ""B"": -16.886295796371996, ""C"": -18.31392315046105, ""D"": -21.924029821297154}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,74,0.337339,B,A,B,True,False,False,-17.0755,-17.9708,-0.895266,0.233699,-0.0653702,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.905443839437794, ""B"": -17.97081400315801, ""C"": -19.443246176466346, ""D"": -20.075316172325984}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
