threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,73,0.462885,A,A,A,True,True,True,-12.3911,-9.47076,2.9203,6.80929,8.27461,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.47076315060258, ""B"": -22.604331336915493, ""C"": -17.74537075124681, ""D"": -19.384317385840404}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,73,0.328333,A,A,A,True,True,True,-15.4029,-14.1375,1.26541,4.77104,4.27389,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.137519247829914, ""B"": -20.112882185298076, ""C"": -18.41141343244817, ""D"": -22.579204784531612}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,73,0.323198,A,B,A,True,False,False,-16.6898,-16.5091,0.180744,1.31968,-0.00951149,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -16.509092796128243, ""B"": -16.49958130880259, ""C"": -20.389446849236265, ""D"": -20.526899076998234}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,73,0.351165,A,A,A,True,True,True,-12.7524,-14.1092,-1.35678,5.57247,5.69175,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -14.109225627966225, ""B"": -19.800979260355234, ""C"": -26.659975577145815, ""D"": -21.176500842906535}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,73,0.32552,A,A,A,True,True,True,-15.4685,-17.9374,-2.46884,2.53602,0.516654,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.937370847910643, ""B"": -27.98434868454933, ""C"": -18.454025253653526, ""D"": -21.95202922075987}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,73,0.337634,A,A,A,True,True,True,-15.4863,-14.5472,0.939138,2.33835,1.74721,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.547173454455333, ""B"": -19.808756835293025, ""C"": -28.744142512325197, ""D"": -16.29438228905201}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,73,0.3318,A,A,A,True,True,True,-13.9754,-14.1309,-0.155478,2.42178,1.56407,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -14.130867182277143, ""B"": -15.694937532273798, ""C"": -16.823396992869675, ""D"": -17.61833220003996}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,73,0.326703,A,A,A,True,True,True,-13.7068,-12.2858,1.42092,1.93063,2.58198,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.285848748091666, ""B"": -14.981495118467137, ""C"": -14.867830476141535, ""D"": -17.861270788111142}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,73,0.340353,A,A,A,True,True,True,-14.9388,-15.571,-0.632127,1.38537,0.971048,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.570956691692118, ""B"": -16.542004908289528, ""C"": -17.833085879683495, ""D"": -20.42727545951493}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,73,0.326576,B,B,B,True,True,True,-15.8089,-14.3956,1.41336,0.63258,2.67031,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -17.065885475371033, ""B"": -14.395571642118739, ""C"": -19.749742839485407, ""D"": -18.31243780767545}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,73,0.329616,A,A,A,True,True,True,-14.712,-15.6607,-0.948699,1.81889,2.02861,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.66067598562222, ""B"": -17.68928710828186, ""C"": -18.29688204266131, ""D"": -22.60148242628202}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,73,0.326958,B,A,B,True,False,False,-15.1276,-15.9769,-0.849278,0.25,0,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.976909348741174, ""B"": -15.976909348741174, ""C"": -18.085735064931214, ""D"": -21.76419746223837}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,73,0.327325,B,B,B,True,True,True,-17.0755,-17.6579,-0.582367,0.233699,0.517835,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.175750048074406, ""B"": -17.657914830713707, ""C"": -19.254629877395928, ""D"": -20.269309194292873}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
