threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,59,0.380126,A,A,A,True,True,True,-12.3911,-9.07025,3.32082,6.80929,8.76175,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.070247614639811, ""B"": -21.987480252981186, ""C"": -17.83199264947325, ""D"": -19.34163258193439}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,59,0.260959,A,A,A,True,True,True,-15.4029,-13.9896,1.41336,4.77104,4.58658,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -13.989569502416998, ""B"": -19.48365002046239, ""C"": -18.576151134388056, ""D"": -22.42857356008608}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,59,0.262252,A,A,A,True,True,True,-16.6898,-14.3158,2.37401,1.31968,3.18806,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -14.315826278412715, ""B"": -17.503884847072186, ""C"": -20.2720591380712, ""D"": -20.729812763631344}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,59,0.271581,A,A,A,True,True,True,-12.7524,-12.4571,0.295369,5.57247,6.35197,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.457073947414756, ""B"": -18.809040505439043, ""C"": -24.21099377050996, ""D"": -20.563821867574006}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,59,0.260858,A,A,A,True,True,True,-15.4685,-16.6341,-1.16561,2.53602,1.36796,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -16.634147886186838, ""B"": -27.336869552731514, ""C"": -18.002112418413162, ""D"": -21.713488899171352}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,59,0.262156,A,A,A,True,True,True,-15.4863,-14.6835,0.802771,2.33835,1.37758,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.683540778438328, ""B"": -19.52720384928398, ""C"": -29.126943795243278, ""D"": -16.061118572950363}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,59,0.261409,A,A,A,True,True,True,-13.9754,-13.7999,0.175471,2.42178,1.85798,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.799917686730623, ""B"": -15.657895605533668, ""C"": -16.66183831449598, ""D"": -17.70627731003242}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,59,0.262438,A,A,A,True,True,True,-13.7068,-12.575,1.13179,1.93063,1.9359,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.574982650687161, ""B"": -14.51087966535124, ""C"": -15.159268018556759, ""D"": -17.04697436976494}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,59,0.263932,A,A,A,True,True,True,-14.9388,-15.422,-0.483124,1.38537,1.5439,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.421953640907304, ""B"": -16.965857124669128, ""C"": -18.138780787587166, ""D"": -20.676595240831375}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,59,0.225984,B,B,B,True,True,True,-15.8089,-14.3454,1.46353,0.63258,1.91353,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.25893793418072, ""B"": -14.345408880835748, ""C"": -19.826228272351727, ""D"": -16.41616812068969}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,59,0.261299,A,A,A,True,True,True,-14.712,-15.8278,-1.11583,1.81889,1.66637,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.827806794899516, ""B"": -17.494180305307964, ""C"": -17.77631713228766, ""D"": -23.766925083706155}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,59,0.267273,B,B,B,True,True,True,-15.1276,-14.2176,0.910028,0.25,0.25,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -14.467603323049843, ""B"": -14.217603323049843, ""C"": -18.056078753157635, ""D"": -21.489831845276058}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,59,0.272497,B,A,B,True,False,False,-17.0755,-17.2475,-0.171909,0.233699,-0.0175956,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.229860823776107, ""B"": -17.247456432578474, ""C"": -18.88088915683329, ""D"": -19.676424998324364}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
