threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,80,0.505555,A,A,A,True,True,True,-12.3911,-8.44662,3.94444,6.80929,9.96075,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -8.446622999734245, ""B"": -22.850218802457675, ""C"": -18.407377355266362, ""D"": -20.29112110787537}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,80,0.369233,A,A,A,True,True,True,-15.4029,-13.6209,1.78205,4.77104,4.32668,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -13.620876431465149, ""B"": -19.673579159580186, ""C"": -17.947552593890578, ""D"": -22.63585285563022}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,80,0.37305,A,A,A,True,True,True,-16.6898,-15.1103,1.57957,1.31968,0.418125,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.110267705284059, ""B"": -15.528393046406563, ""C"": -21.06208631285699, ""D"": -21.055269800126553}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,80,0.368927,A,A,A,True,True,True,-12.7524,-13.0113,-0.258893,5.57247,6.56069,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -13.01133563555777, ""B"": -19.572026554495096, ""C"": -25.81414283812046, ""D"": -20.92185947485268}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,80,0.368755,A,A,A,True,True,True,-15.4685,-17.8179,-2.34937,2.53602,0.745635,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.81789930909872, ""B"": -27.60020236670971, ""C"": -18.563534021377563, ""D"": -22.553787857294083}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,80,0.369844,A,A,A,True,True,True,-15.4863,-13.2442,2.24214,2.33835,2.99281,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -13.244175490108319, ""B"": -19.52883878350258, ""C"": -28.782703851349652, ""D"": -16.23698216676712}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,80,0.369532,A,A,A,True,True,True,-13.9754,-12.916,1.05939,2.42178,1.98506,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -12.916001845151186, ""B"": -14.901063873856401, ""C"": -16.151416888926178, ""D"": -16.940309303302797}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,80,0.371123,A,A,A,True,True,True,-13.7068,-11.4195,2.28723,1.93063,2.69667,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -11.419539984191942, ""B"": -14.37103914580075, ""C"": -14.116208957391791, ""D"": -15.902497952265549}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,80,0.364908,A,A,A,True,True,True,-14.9388,-14.0876,0.851202,1.38537,0.722383,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -14.087627632165095, ""B"": -14.810010676941602, ""C"": -16.203001841902733, ""D"": -18.504076689714566}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,80,0.368723,B,B,B,True,True,True,-15.8089,-14.3027,1.50621,0.63258,3.34426,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -17.646990573965013, ""B"": -14.302727267175214, ""C"": -19.965069505837164, ""D"": -18.39234184974339}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,80,0.370063,A,A,A,True,True,True,-14.712,-16.027,-1.31503,1.81889,2.00698,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -16.027008068107534, ""B"": -18.03399180568522, ""C"": -18.04972555907443, ""D"": -22.011845250381157}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,80,0.3702,B,A,B,True,False,False,-15.1276,-15.2902,-0.162609,0.25,0,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.290239963680506, ""B"": -15.290239963680506, ""C"": -17.8575452582445, ""D"": -21.649728341726586}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,80,0.369662,B,B,B,True,True,True,-17.0755,-17.5308,-0.455257,0.233699,0.113849,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.644653539871797, ""B"": -17.5308047538565, ""C"": -19.122230044566095, ""D"": -21.010571244638413}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
