threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,79,0.412703,A,A,A,True,True,True,-12.3911,-8.82603,3.56503,6.80929,9.74982,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -8.826030227355659, ""B"": -23.164737340528518, ""C"": -18.575851019937545, ""D"": -20.260749165550806}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,79,0.278039,A,A,A,True,True,True,-15.4029,-13.5608,1.84212,4.77104,4.35429,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -13.560811206698418, ""B"": -19.72285442490056, ""C"": -17.915103307925165, ""D"": -22.731635590200312}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,79,0.28286,A,A,A,True,True,True,-16.6898,-15.5615,1.12836,1.31968,0.605249,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.56147408252582, ""B"": -16.166723398608156, ""C"": -20.886946762155276, ""D"": -20.902235813438892}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,79,0.280302,A,A,A,True,True,True,-12.7524,-13.4337,-0.681258,5.57247,6.29574,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -13.433701306581497, ""B"": -19.729442067444324, ""C"": -26.36431137472391, ""D"": -21.132820652797818}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,79,0.283819,A,A,A,True,True,True,-15.4685,-17.0763,-1.60781,2.53602,1.39604,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.076340556144714, ""B"": -27.924448400735855, ""C"": -18.472376078367233, ""D"": -22.411509230732918}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,79,0.279013,A,A,A,True,True,True,-15.4863,-13.7691,1.71716,2.33835,2.67768,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -13.769149340543663, ""B"": -19.866716181859374, ""C"": -28.918016955256462, ""D"": -16.446825221180916}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,79,0.282043,A,A,A,True,True,True,-13.9754,-13.3254,0.649951,2.42178,1.84113,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.325437568128109, ""B"": -15.16656791135756, ""C"": -16.415819282643497, ""D"": -17.327315858215115}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,79,0.277889,A,A,A,True,True,True,-13.7068,-11.5002,2.20659,1.93063,2.52823,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -11.50018578684103, ""B"": -14.373423434153665, ""C"": -14.02842008456355, ""D"": -15.826531567399797}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,79,0.278331,A,A,A,True,True,True,-14.9388,-14.553,0.385843,1.38537,0.726991,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -14.552986989583587, ""B"": -15.279977829181007, ""C"": -16.538999546319246, ""D"": -19.21660331019666}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,79,0.279311,B,B,B,True,True,True,-15.8089,-14.3689,1.44001,0.63258,3.22083,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -17.58975709276274, ""B"": -14.36892389364948, ""C"": -19.96923596807028, ""D"": -18.492458024295047}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,79,0.278017,A,A,A,True,True,True,-14.712,-16.2824,-1.57044,1.81889,2.22039,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -16.282418388756923, ""B"": -18.70628278129152, ""C"": -18.502804707270116, ""D"": -22.49014047323726}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,79,0.280687,B,A,B,True,False,False,-15.1276,-15.6243,-0.49664,0.25,-0.125,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.49927110876888, ""B"": -15.62427110876888, ""C"": -18.069571166241076, ""D"": -21.81433596392162}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,79,0.281788,B,B,B,True,True,True,-17.0755,-17.4484,-0.372826,0.233699,0.0806786,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.529052622267045, ""B"": -17.448374004910875, ""C"": -19.06123640201986, ""D"": -20.980417371261865}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
