threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.954,1262,18,0.174587,A,A,A,True,True,True,-12.3911,-9.76314,2.62792,6.80929,8.44802,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.763144537020708, ""B"": -22.801925397012383, ""C"": -18.21116148366127, ""D"": -19.322205628453958}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.954,1264,18,0.063513,A,A,A,True,True,True,-15.4029,-14.166,1.23696,4.77104,5.12669,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.165970200032461, ""B"": -20.87444262099598, ""C"": -19.292657780693844, ""D"": -22.667179111216683}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.954,1265,18,0.0629536,A,A,A,True,True,True,-16.6898,-15.3349,1.35493,1.31968,0.903425,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.334910821693484, ""B"": -16.238335959380493, ""C"": -20.413148986894157, ""D"": -21.62274941802025}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.954,1257,18,0.0639439,A,A,A,True,True,True,-12.7524,-12.594,0.158395,5.57247,5.56031,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.594048452563584, ""B"": -18.154357939958572, ""C"": -23.90563838556409, ""D"": -20.481575744226575}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.954,1258,18,0.0632406,A,A,A,True,True,True,-15.4685,-17.5143,-2.04578,2.53602,0.407247,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.514313872903585, ""B"": -26.15161807835102, ""C"": -17.921560525894165, ""D"": -22.385863967239857}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.954,1265,18,0.0626725,A,A,A,True,True,True,-15.4863,-14.8147,0.671612,2.33835,2.08268,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.814698989212047, ""B"": -18.746390853542835, ""C"": -29.785607597324997, ""D"": -16.897382356226444}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.954,1261,18,0.0635415,A,A,A,True,True,True,-13.9754,-12.8725,1.10289,2.42178,2.65627,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -12.872500194236636, ""B"": -15.528774720599358, ""C"": -16.15747949993238, ""D"": -17.17069019956}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.954,1272,18,0.063164,A,A,A,True,True,True,-13.7068,-12.0094,1.6974,1.93063,2.25946,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.009373927496199, ""B"": -14.268832825837308, ""C"": -15.567362013913225, ""D"": -15.831435168318421}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.954,1269,18,0.0634924,A,A,A,True,True,True,-14.9388,-15.3525,-0.413681,1.38537,1.49615,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.352511344652157, ""B"": -16.848658694179903, ""C"": -18.192098259925842, ""D"": -19.94350732327439}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.954,1278,18,0.0623453,B,B,B,True,True,True,-15.8089,-14.7169,1.09208,0.63258,1.2055,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -15.922353454865515, ""B"": -14.716855612932704, ""C"": -20.31513819034444, ""D"": -17.071348653174937}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.954,1277,18,0.0636299,A,A,A,True,True,True,-14.712,-15.5066,-0.794644,1.81889,0.67187,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.506620630185353, ""B"": -17.19768179919629, ""C"": -16.17849068553187, ""D"": -22.10508804395795}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.954,1266,18,0.0638623,B,B,B,True,True,True,-15.1276,-16.4589,-1.33125,0.25,0.125,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -16.58388530416414, ""B"": -16.45888530416414, ""C"": -18.717454376463138, ""D"": -22.557290874538012}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.954,1267,18,0.0642823,B,B,B,True,True,True,-17.0755,-17.1298,-0.0542658,0.233699,0.81031,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.940123938111356, ""B"": -17.129813581661438, ""C"": -19.360188271850348, ""D"": -19.154381914064288}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
