threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.968,1262,27,0.20904,A,A,A,True,True,True,-12.3911,-9.71834,2.67272,6.80929,8.55708,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.718339198734611, ""B"": -21.613713008351624, ""C"": -18.275420680409297, ""D"": -19.192538299081207}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.968,1264,27,0.0934172,A,A,A,True,True,True,-15.4029,-14.1384,1.26451,4.77104,5.37351,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.138422725722194, ""B"": -19.851707137910125, ""C"": -19.51193668623455, ""D"": -22.213858681323472}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.968,1265,27,0.0946188,A,A,A,True,True,True,-16.6898,-14.5074,2.18242,1.31968,2.64525,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -14.507418452529237, ""B"": -17.152669509203406, ""C"": -19.828594302798592, ""D"": -20.74737010151148}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.968,1257,27,0.0935055,A,A,A,True,True,True,-12.7524,-12.7768,-0.0243305,5.57247,5.56237,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.776773587334901, ""B"": -18.339147105813026, ""C"": -25.087197721004486, ""D"": -20.5084291100502}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.968,1258,27,0.0943171,A,A,A,True,True,True,-15.4685,-18.2935,-2.82492,2.53602,0.0761875,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -18.293456274084747, ""B"": -26.165038600564003, ""C"": -18.369643792510033, ""D"": -21.87381984293461}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.968,1265,27,0.0935006,A,A,A,True,True,True,-15.4863,-15.1466,0.339671,2.33835,1.64588,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -15.146640304039465, ""B"": -19.375801298068836, ""C"": -29.182250941172242, ""D"": -16.792521007359028}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.968,1261,27,0.0945012,A,A,A,True,True,True,-13.9754,-13.8094,0.165946,2.42178,2.49665,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.809442887082696, ""B"": -16.306089860116117, ""C"": -16.436590353026986, ""D"": -17.326508794425536}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.968,1272,27,0.0933274,A,A,A,True,True,True,-13.7068,-12.7214,0.98533,1.93063,2.05418,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.721443014175748, ""B"": -14.775626649265178, ""C"": -15.2394574257778, ""D"": -16.425979583238586}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.968,1269,27,0.0943642,A,A,A,True,True,True,-14.9388,-15.4931,-0.554244,1.38537,1.40301,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.493073665551492, ""B"": -16.896083993138745, ""C"": -18.272231072187424, ""D"": -20.704076315741986}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.968,1278,27,0.0937471,B,B,B,True,True,True,-15.8089,-15.7934,0.015508,0.63258,0.928518,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -17.234513652976602, ""B"": -15.793427956406958, ""C"": -20.478270224528387, ""D"": -16.721945638768375}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.968,1277,27,0.0939165,A,A,A,True,True,True,-14.712,-16.2055,-1.4935,1.81889,0.246616,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -16.205475156661123, ""B"": -16.452091241575545, ""C"": -17.107877735747024, ""D"": -20.280975926667452}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.968,1266,27,0.0960849,B,A,B,True,False,False,-15.1276,-15.5175,-0.389859,0.25,0,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.517490630038083, ""B"": -15.517490630038083, ""C"": -18.031736555625685, ""D"": -21.849473022157326}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.968,1267,27,0.0959936,B,B,B,True,True,True,-17.0755,-17.4179,-0.342337,0.233699,1.39935,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.817234597314382, ""B"": -17.41788531768907, ""C"": -18.922659534960985, ""D"": -19.10539727844298}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
