threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.941,1262,12,0.149455,A,A,A,True,True,True,-12.3911,-10.658,1.73302,6.80929,7.59261,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -10.658042373965145, ""B"": -22.81787680927664, ""C"": -18.250648743472993, ""D"": -19.563077206556045}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.941,1264,12,0.0432838,A,A,A,True,True,True,-15.4029,-15.0774,0.325571,4.77104,4.73343,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -15.07736032595858, ""B"": -20.926430304474707, ""C"": -19.810789193259552, ""D"": -23.138656229828484}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.941,1265,12,0.0444118,A,A,A,True,True,True,-16.6898,-15.0302,1.65962,1.31968,1.02521,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.030220498563722, ""B"": -16.05542633132427, ""C"": -20.439359110830992, ""D"": -21.675648488104343}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.941,1257,12,0.0426392,A,A,A,True,True,True,-12.7524,-12.4477,0.304707,5.57247,6.04361,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.447736475616693, ""B"": -18.49135085195303, ""C"": -25.067433182150126, ""D"": -21.051405802369118}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.941,1258,12,0.0426305,A,A,A,True,True,True,-15.4685,-16.7675,-1.299,2.53602,0.906702,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -16.767531950492412, ""B"": -26.002780213952065, ""C"": -17.67423413693905, ""D"": -22.0744076250121}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.941,1265,12,0.0431527,A,A,A,True,True,True,-15.4863,-15.6749,-0.188577,2.33835,1.37996,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -15.6748888559232, ""B"": -19.235453906585462, ""C"": -29.804699905216694, ""D"": -17.054847825318575}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.941,1261,12,0.0430449,A,A,A,True,True,True,-13.9754,-13.1575,0.817924,2.42178,2.68428,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.157464351505041, ""B"": -15.841745811951114, ""C"": -16.593180101830512, ""D"": -17.60649517972297}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.941,1272,12,0.0434161,A,A,A,True,True,True,-13.7068,-13.2078,0.49895,1.93063,1.55508,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -13.207823582080891, ""B"": -14.762898612578283, ""C"": -16.43952047417406, ""D"": -17.325389656878542}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.941,1269,12,0.0425412,A,A,A,True,True,True,-14.9388,-15.652,-0.713196,1.38537,1.40595,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.652025473566027, ""B"": -17.057976625990705, ""C"": -18.203794430941343, ""D"": -19.44840373331681}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.941,1278,12,0.0432558,B,B,B,True,True,True,-15.8089,-15.0366,0.77235,0.63258,1.4777,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.514290209510364, ""B"": -15.03658639328205, ""C"": -21.034292750875466, ""D"": -17.155861720559187}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.941,1277,12,0.0425889,A,A,A,True,True,True,-14.712,-15.1512,-0.439216,1.81889,1.68971,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.151192680990789, ""B"": -17.01890393056965, ""C"": -16.840904206736013, ""D"": -22.338373316684738}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.941,1266,12,0.0422774,B,B,B,True,True,True,-15.1276,-15.6692,-0.54157,0.25,0.25,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.919201577547938, ""B"": -15.669201577547938, ""C"": -18.85213524199935, ""D"": -22.832006674201693}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.941,1267,12,0.0430412,B,B,B,True,True,True,-17.0755,-17.4479,-0.372315,0.233699,0.870759,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.318622078804765, ""B"": -17.447862656343204, ""C"": -19.23695720732212, ""D"": -19.487308563198894}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
