threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,34,0.242728,A,A,A,True,True,True,-12.3911,-9.48306,2.90801,6.80929,9.0575,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.483057268167613, ""B"": -22.180668183020316, ""C"": -18.540561341680586, ""D"": -20.080605499242665}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,34,0.115914,A,A,A,True,True,True,-15.4029,-14.0594,1.34353,4.77104,5.3144,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.059403821825981, ""B"": -19.932464197378977, ""C"": -19.373799438297283, ""D"": -22.450219235557597}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,34,0.119749,A,A,A,True,True,True,-16.6898,-15.3584,1.33147,1.31968,0.73469,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.35836819151882, ""B"": -16.09305800893344, ""C"": -20.69338584758043, ""D"": -21.33693966269493}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,34,0.119024,A,A,A,True,True,True,-12.7524,-12.1524,0.600011,5.57247,6.19565,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.152431645430624, ""B"": -18.348079685121775, ""C"": -24.034840624779463, ""D"": -20.28878140449524}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,34,0.11905,A,A,A,True,True,True,-15.4685,-17.0688,-1.60028,2.53602,0.835559,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.068817815743387, ""B"": -26.240336373448372, ""C"": -17.90437652170658, ""D"": -21.55590993911028}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,34,0.119457,A,A,A,True,True,True,-15.4863,-14.9134,0.572914,2.33835,1.72123,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.913397071650252, ""B"": -19.4659631063696, ""C"": -28.818385811988264, ""D"": -16.63462819159031}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,34,0.118938,A,A,A,True,True,True,-13.9754,-13.5079,0.467443,2.42178,2.32758,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.507945872843266, ""B"": -15.835530292213662, ""C"": -15.963863138109446, ""D"": -17.222790229403245}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,34,0.117735,A,A,A,True,True,True,-13.7068,-12.0472,1.65955,1.93063,2.0904,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.047227275590558, ""B"": -14.137625031129573, ""C"": -14.907540436892305, ""D"": -15.785302661872265}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,34,0.117809,A,A,A,True,True,True,-14.9388,-15.262,-0.323197,1.38537,1.37478,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.262026741795125, ""B"": -16.636804726018454, ""C"": -18.094038978219032, ""D"": -20.36818401189521}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,34,0.116898,B,B,B,True,True,True,-15.8089,-15.5488,0.260178,0.63258,1.09481,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.643572570057586, ""B"": -15.548758078250103, ""C"": -20.650447179970797, ""D"": -16.97996428073384}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,34,0.116663,A,A,A,True,True,True,-14.712,-16.0309,-1.31888,1.81889,0.536189,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -16.03086044338852, ""B"": -16.56704906548839, ""C"": -17.106011223513633, ""D"": -20.92552439821884}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,34,0.117144,B,B,B,True,True,True,-15.1276,-14.6096,0.517985,0.25,0.25,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -14.859646005090326, ""B"": -14.609646005090326, ""C"": -18.28201046198774, ""D"": -21.510416883509606}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,34,0.117711,B,B,B,True,True,True,-17.0755,-17.3291,-0.253544,0.233699,0.887964,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.217055886547314, ""B"": -17.32909228126664, ""C"": -18.972731839865446, ""D"": -19.827531652292237}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
