threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,73,0.484888,A,A,A,True,True,True,-12.3911,-9.69214,2.69892,6.80929,8.26738,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.692143844556995, ""B"": -23.07170833298005, ""C"": -17.959524751175195, ""D"": -19.643311156629352}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,73,0.329847,A,A,A,True,True,True,-15.4029,-14.2287,1.17427,4.77104,4.24155,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.228658899664879, ""B"": -20.200927103243885, ""C"": -18.47020957368659, ""D"": -22.47770608688006}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,73,0.341143,A,A,A,True,True,True,-16.6898,-17.0442,-0.354342,1.31968,0.146448,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -17.04417864466086, ""B"": -17.190626147552393, ""C"": -20.321009069666616, ""D"": -20.468518145382404}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,73,0.333185,A,A,A,True,True,True,-12.7524,-14.2096,-1.45712,5.57247,5.6637,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -14.209562382660806, ""B"": -19.873266141861677, ""C"": -27.132310081273317, ""D"": -21.011286912020296}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,73,0.334437,A,A,A,True,True,True,-15.4685,-17.8548,-2.38626,2.53602,0.698308,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.854789037257433, ""B"": -28.555062621831894, ""C"": -18.5530973225832, ""D"": -22.075083632022142}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,73,0.338832,A,A,A,True,True,True,-15.4863,-14.6474,0.838946,2.33835,1.68403,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.64736574125709, ""B"": -19.97471574577503, ""C"": -28.44081840920262, ""D"": -16.331391751766205}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,73,0.333991,A,A,A,True,True,True,-13.9754,-14.1471,-0.171706,2.42178,1.68456,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -14.147094654850662, ""B"": -15.831652207280968, ""C"": -16.95918347965926, ""D"": -17.624644238150722}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,73,0.33272,A,A,A,True,True,True,-13.7068,-12.9292,0.777609,1.93063,2.39057,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.929163723405509, ""B"": -15.41776075452799, ""C"": -15.319734364631586, ""D"": -18.366347145827604}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,73,0.336952,A,A,A,True,True,True,-14.9388,-15.6991,-0.760287,1.38537,0.968318,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.699116733929259, ""B"": -16.667434434668394, ""C"": -17.973182439804077, ""D"": -20.37421138898935}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,73,0.33579,B,B,B,True,True,True,-15.8089,-14.4405,1.36839,0.63258,2.48455,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.925086924340576, ""B"": -14.440541353164008, ""C"": -19.472439653778565, ""D"": -17.766677813604474}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,73,0.339805,A,A,A,True,True,True,-14.712,-16.0671,-1.35513,1.81889,1.60878,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -16.06710849580122, ""B"": -17.67588474015065, ""C"": -18.45605295826681, ""D"": -22.745053093181923}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,73,0.339675,B,A,B,True,False,False,-15.1276,-16.1078,-0.980147,0.25,0,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -16.107778636272997, ""B"": -16.107778636272997, ""C"": -18.031491493067733, ""D"": -21.6466815774329}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,73,0.342337,B,B,B,True,True,True,-17.0755,-17.715,-0.639435,0.233699,0.371622,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.08660473919008, ""B"": -17.714982774712553, ""C"": -19.462567313574255, ""D"": -20.434927235590294}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
