threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,74,0.483167,A,A,A,True,True,True,-12.3911,-8.62554,3.76552,6.80929,8.8334,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -8.625539808999747, ""B"": -22.25948728248477, ""C"": -17.45893854368478, ""D"": -19.44252717299969}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,74,0.344985,A,A,A,True,True,True,-15.4029,-12.9353,2.46767,4.77104,4.23637,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -12.935265051200986, ""B"": -19.20166384492859, ""C"": -17.171631056582555, ""D"": -21.480651653022505}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,74,0.330792,A,A,A,True,True,True,-16.6898,-15.2919,1.39796,1.31968,1.38117,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.291875598952174, ""B"": -16.673045904492028, ""C"": -19.884262258725357, ""D"": -19.69196791946888}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,74,0.339316,A,A,A,True,True,True,-12.7524,-11.5966,1.15587,5.57247,7.47294,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -11.596574597992003, ""B"": -19.06951016187668, ""C"": -24.711262606084347, ""D"": -19.922560091130435}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,74,0.34432,A,A,A,True,True,True,-15.4685,-18.1467,-2.67813,2.53602,0.585866,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -18.146661646664143, ""B"": -27.747762069106102, ""C"": -18.73252782225609, ""D"": -21.80891265720129}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,74,0.332604,A,A,A,True,True,True,-15.4863,-13.2709,2.21537,2.33835,2.38439,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -13.27093938208418, ""B"": -19.033196145435795, ""C"": -28.31309012672864, ""D"": -15.6553336083889}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,74,0.333532,A,A,A,True,True,True,-13.9754,-13.2742,0.701188,2.42178,2.28843,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.274201225489378, ""B"": -15.562631220526782, ""C"": -16.439611673820764, ""D"": -17.096280567460553}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,74,0.34128,A,A,A,True,True,True,-13.7068,-11.055,2.65181,1.93063,2.43874,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -11.054958590728347, ""B"": -14.302478013909422, ""C"": -13.493698979960755, ""D"": -15.998752064475411}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,74,0.333724,A,A,A,True,True,True,-14.9388,-13.6641,1.2747,1.38537,1.06701,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -13.664126964053139, ""B"": -14.73113335040398, ""C"": -16.045220889151096, ""D"": -18.27189857349731}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,74,0.327821,B,B,B,True,True,True,-15.8089,-14.01,1.79896,0.63258,2.3599,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.369874666212127, ""B"": -14.009976200439269, ""C"": -19.17251069082704, ""D"": -17.388990544946864}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,74,0.332911,A,A,A,True,True,True,-14.712,-15.4201,-0.708121,1.81889,1.44306,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.420097479771357, ""B"": -16.881038237392204, ""C"": -16.86315832287073, ""D"": -20.26842855499126}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,74,0.350184,B,A,B,True,False,False,-15.1276,-15.0554,0.0722106,0.25,0,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.055420643649995, ""B"": -15.055420643649995, ""C"": -17.725238606868515, ""D"": -20.817757525481284}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,74,0.351899,B,B,B,True,True,True,-17.0755,-17.6877,-0.612201,0.233699,0.433724,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.12147315859329, ""B"": -17.68774878842669, ""C"": -19.17635414749384, ""D"": -20.412178394384682}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
