threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.952,1262,17,0.173542,A,A,A,True,True,True,-12.3911,-9.84658,2.54448,6.80929,8.43563,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.846580436103977, ""B"": -22.80475259432569, ""C"": -18.282205536030233, ""D"": -19.399653216016304}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.952,1264,17,0.0594217,A,A,A,True,True,True,-15.4029,-14.6366,0.766326,4.77104,4.94589,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.636605098392465, ""B"": -21.230626601332915, ""C"": -19.582490807340946, ""D"": -22.99590992886806}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.952,1265,17,0.0620052,A,A,A,True,True,True,-16.6898,-15.5684,1.12143,1.31968,0.824827,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -15.568403033423238, ""B"": -16.393229760346003, ""C"": -20.29150804929668, ""D"": -21.608229160308838}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.952,1257,17,0.0606961,A,A,A,True,True,True,-12.7524,-12.5195,0.232953,5.57247,5.51535,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -12.519490081816912, ""B"": -18.034840662032366, ""C"": -23.994200192391872, ""D"": -20.396728690713644}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.952,1258,17,0.0639758,A,A,A,True,True,True,-15.4685,-17.5753,-2.10681,2.53602,0.103724,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.57534143095836, ""B"": -25.712911009788513, ""C"": -17.679065570235252, ""D"": -22.270252473652363}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.952,1265,17,0.0593777,A,A,A,True,True,True,-15.4863,-15.0019,0.484381,2.33835,2.0764,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -15.001930885977345, ""B"": -18.856923832092434, ""C"": -30.05145058920607, ""D"": -17.078333918005228}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.952,1261,17,0.0595761,A,A,A,True,True,True,-13.9754,-12.9683,1.00705,2.42178,2.43565,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -12.968343346379697, ""B"": -15.403994924831295, ""C"": -16.03433110937476, ""D"": -17.047085695872056}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.952,1272,17,0.0599021,A,A,A,True,True,True,-13.7068,-12.0406,1.66613,1.93063,2.03131,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.04064771668709, ""B"": -14.07195737567963, ""C"": -15.486421432928182, ""D"": -15.856710744512384}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.952,1269,17,0.0594439,A,A,A,True,True,True,-14.9388,-15.2066,-0.267798,1.38537,1.36909,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.206628284940962, ""B"": -16.57571585891128, ""C"": -18.114591412246227, ""D"": -19.921270896214992}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.952,1278,17,0.058662,B,B,B,True,True,True,-15.8089,-14.6486,1.16031,0.63258,1.26323,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -15.911857476225123, ""B"": -14.648627904127352, ""C"": -20.43035702088673, ""D"": -16.76628437405452}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.952,1277,17,0.0595954,A,A,A,True,True,True,-14.712,-15.5184,-0.806459,1.81889,0.701269,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.518436399273924, ""B"": -16.984344868193148, ""C"": -16.219704899471253, ""D"": -21.81301819649525}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.952,1266,17,0.0593762,B,B,B,True,True,True,-15.1276,-16.6816,-1.554,0.25,0.125,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -16.806629160884768, ""B"": -16.681629160884768, ""C"": -18.815117415320856, ""D"": -22.757024243910564}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.952,1267,17,0.0594945,B,B,B,True,True,True,-17.0755,-16.9852,0.0903465,0.233699,1.04391,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -18.029115368262865, ""B"": -16.985201309944387, ""C"": -19.21425419859588, ""D"": -19.013146890792996}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
