threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.901,1262,73,0.490432,A,A,A,True,True,True,-12.3911,-9.93456,2.4565,6.80929,8.21672,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -9.934564415831119, ""B"": -22.9922714617569, ""C"": -18.151287908433005, ""D"": -19.845628975439467}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.901,1264,73,0.337427,A,A,A,True,True,True,-15.4029,-14.5388,0.864082,4.77104,4.14892,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -14.538848996162415, ""B"": -20.321375878631443, ""C"": -18.687766863266006, ""D"": -22.68297732278006}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.901,1265,73,0.343601,A,A,A,True,True,True,-16.6898,-17.1417,-0.451842,1.31968,0.130681,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -17.141679171007127, ""B"": -17.27236024470767, ""C"": -20.607466066059715, ""D"": -20.560642458498478}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.901,1257,73,0.335612,A,A,A,True,True,True,-12.7524,-14.3917,-1.63927,5.57247,5.3648,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -14.391717964783311, ""B"": -19.756514213979244, ""C"": -26.89472970739007, ""D"": -21.010156171862036}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.901,1258,73,0.325848,A,A,A,True,True,True,-15.4685,-17.4742,-2.00565,2.53602,0.95719,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -17.47418113052845, ""B"": -28.3929555863142, ""C"": -18.4313712567091, ""D"": -21.990968961268663}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.901,1265,73,0.334932,A,A,A,True,True,True,-15.4863,-14.4969,0.989386,2.33835,1.76669,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -14.49692558386596, ""B"": -19.88283275219146, ""C"": -28.52322267391719, ""D"": -16.263615652918816}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.901,1261,73,0.331956,A,A,A,True,True,True,-13.9754,-14.1575,-0.182139,2.42178,1.70967,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -14.157527510076761, ""B"": -15.867192735880963, ""C"": -16.86806780495681, ""D"": -17.523033672550582}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.901,1272,73,0.333621,A,A,A,True,True,True,-13.7068,-12.9953,0.711503,1.93063,2.38979,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -12.995270437531872, ""B"": -15.385056530154543, ""C"": -15.449513845145702, ""D"": -18.47591412804468}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.901,1269,73,0.334943,A,A,A,True,True,True,-14.9388,-15.4101,-0.471308,1.38537,1.09659,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.410137996645062, ""B"": -16.506726925013936, ""C"": -17.794592827558517, ""D"": -20.135100446175784}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.901,1278,73,0.329958,B,B,B,True,True,True,-15.8089,-14.4826,1.32635,0.63258,2.05019,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.532782992580906, ""B"": -14.48258813044231, ""C"": -19.20719220976025, ""D"": -17.613865226274356}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.901,1277,73,0.333086,A,A,A,True,True,True,-14.712,-15.8291,-1.11715,1.81889,1.59723,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -15.829128166718874, ""B"": -17.426360429890337, ""C"": -18.361136434832588, ""D"": -22.44189865537919}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.901,1266,73,0.330504,B,A,B,True,False,False,-15.1276,-16.27,-1.14236,0.25,0,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -16.269992360845208, ""B"": -16.269992360845208, ""C"": -18.255847143274877, ""D"": -21.74790025362745}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.901,1267,73,0.327889,B,B,B,True,True,True,-17.0755,-17.6547,-0.579152,0.233699,0.200254,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.854953795380425, ""B"": -17.654699852806516, ""C"": -19.207612049765885, ""D"": -20.461225015111268}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
